Country,EdLevel,YearsCodePro,Salary
Other,Bachelor’s degree,4.0,13488.0
Italy,Less than a Bachelors,2.0,15360.0
Sweden,Master’s degree,3.0,84108.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,4.0,32666.0
France,Master’s degree,7.0,95979.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,43974.0
Italy,Bachelor’s degree,15.0,43512.0
Turkey,Bachelor’s degree,4.0,10152.0
India,Bachelor’s degree,1.0,21280.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,14.0,81666.0
Israel,Bachelor’s degree,26.0,162916.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,11.0,75384.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,94230.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,72871.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,87948.0
France,Bachelor’s degree,11.0,68252.0
Netherlands,Bachelor’s degree,5.0,47988.0
India,Bachelor’s degree,4.0,21925.0
Germany,Less than a Bachelors,12.0,46068.0
Poland,Bachelor’s degree,1.0,24420.0
India,Master’s degree,3.0,12384.0
Ukraine,Master’s degree,22.0,48732.0
Italy,Master’s degree,2.0,29436.0
Germany,Bachelor’s degree,8.0,55455.0
Netherlands,Bachelor’s degree,15.0,63984.0
India,Master’s degree,7.0,27084.0
Netherlands,Bachelor’s degree,8.0,101312.0
Ukraine,Master’s degree,15.0,60924.0
Germany,Master’s degree,5.0,47990.0
Romania,Master’s degree,4.0,51768.0
Italy,Bachelor’s degree,12.0,76788.0
Netherlands,Bachelor’s degree,2.0,39672.0
Other,Master’s degree,6.0,27504.0
Denmark,Master’s degree,14.0,120444.0
Hungary,Bachelor’s degree,1.0,10644.0
Other,Less than a Bachelors,3.0,24696.0
France,Bachelor’s degree,2.0,30393.0
Spain,Bachelor’s degree,2.0,25594.0
Germany,Less than a Bachelors,5.0,38388.0
Netherlands,Bachelor’s degree,5.0,63986.0
France,Master’s degree,8.0,55455.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,43974.0
Finland,Bachelor’s degree,10.0,58654.0
Germany,Post grad,9.0,74651.0
Czech Republic,Bachelor’s degree,7.0,28056.0
United Kingdom of Great Britain and Northern Ireland,Post grad,4.0,85435.0
Germany,Master’s degree,7.0,95979.0
Ireland,Less than a Bachelors,8.0,111976.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,5.0,56538.0
Switzerland,Less than a Bachelors,0.5,18612.0
Germany,Bachelor’s degree,13.0,92780.0
Belgium,Bachelor’s degree,11.0,56628.0
Germany,Master’s degree,1.0,60787.0
Serbia,Bachelor’s degree,5.0,29436.0
Netherlands,Less than a Bachelors,0.5,38388.0
Australia,Bachelor’s degree,5.0,81387.0
Switzerland,Master’s degree,12.0,103419.0
Czech Republic,Less than a Bachelors,4.0,35652.0
Germany,Post grad,13.0,94700.0
France,Master’s degree,8.0,89581.0
Finland,Bachelor’s degree,1.0,43512.0
Greece,Master’s degree,5.0,35832.0
Spain,Bachelor’s degree,11.0,40525.0
Other,Master’s degree,8.0,38580.0
Other,Bachelor’s degree,6.0,32160.0
France,Master’s degree,3.0,42657.0
Australia,Bachelor’s degree,35.0,169851.0
Germany,Master’s degree,5.0,71451.0
Bulgaria,Bachelor’s degree,3.0,22908.0
France,Master’s degree,15.0,79983.0
Netherlands,Bachelor’s degree,20.0,106644.0
Other,Bachelor’s degree,6.0,31188.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,36180.0
Poland,Bachelor’s degree,7.0,83256.0
Russian Federation,Bachelor’s degree,10.0,31176.0
"Iran, Islamic Republic of...",Bachelor’s degree,3.0,34044.0
Sweden,Master’s degree,7.0,48756.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,14.0,106793.0
Czech Republic,Bachelor’s degree,16.0,41568.0
Other,Bachelor’s degree,0.5,40008.0
Italy,Less than a Bachelors,10.0,36259.0
Italy,Post grad,13.0,59934.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,16.0,125639.0
Lithuania,Bachelor’s degree,8.0,50772.0
Netherlands,Bachelor’s degree,7.0,74651.0
Serbia,Master’s degree,5.0,29424.0
Ukraine,Bachelor’s degree,19.0,24000.0
Denmark,Less than a Bachelors,0.5,53340.0
Germany,Master’s degree,5.0,55455.0
France,Master’s degree,2.0,19392.0
United States of America,Bachelor’s degree,20.0,190000.0
Portugal,Post grad,8.0,55455.0
France,Master’s degree,17.0,90647.0
Germany,Master’s degree,27.0,95979.0
Argentina,Less than a Bachelors,3.0,20196.0
Other,Bachelor’s degree,5.0,39768.0
Lithuania,Master’s degree,7.0,38388.0
Belgium,Less than a Bachelors,1.0,32628.0
Bulgaria,Less than a Bachelors,14.0,47352.0
Russian Federation,Bachelor’s degree,7.0,90050.0
Israel,Bachelor’s degree,3.0,89676.0
France,Master’s degree,10.0,63986.0
France,Master’s degree,1.0,27264.0
Netherlands,Less than a Bachelors,3.0,37116.0
Germany,Master’s degree,7.0,74651.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,18.0,28897.0
Spain,Post grad,2.0,25594.0
Germany,Less than a Bachelors,13.0,66708.0
Germany,Bachelor’s degree,2.0,42657.0
France,Master’s degree,24.0,66132.0
Spain,Master’s degree,23.0,63986.0
India,Bachelor’s degree,4.0,16646.0
Poland,Less than a Bachelors,0.5,11100.0
Switzerland,Post grad,11.0,138582.0
Netherlands,Master’s degree,0.5,33276.0
Netherlands,Master’s degree,15.0,98112.0
Greece,Less than a Bachelors,6.0,127968.0
Russian Federation,Bachelor’s degree,5.0,75000.0
Serbia,Master’s degree,5.0,66540.0
Russian Federation,Master’s degree,12.0,59220.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,16.0,106793.0
France,Master’s degree,7.0,47990.0
Finland,Bachelor’s degree,2.0,43512.0
Russian Federation,Bachelor’s degree,0.5,19104.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,24.0,82922.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,17.0,87948.0
Israel,Bachelor’s degree,4.0,78912.0
"Iran, Islamic Republic of...",Master’s degree,8.0,34044.0
Germany,Less than a Bachelors,3.0,34548.0
Israel,Bachelor’s degree,22.0,136308.0
Sweden,Master’s degree,2.0,46080.0
Italy,Master’s degree,6.0,85315.0
Spain,Master’s degree,2.0,37795.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,95486.0
Sweden,Less than a Bachelors,4.0,59124.0
Serbia,Bachelor’s degree,3.0,13080.0
France,Post grad,3.0,47990.0
India,Bachelor’s degree,11.0,25794.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,27641.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,22.0,94230.0
France,Master’s degree,6.0,54388.0
France,Master’s degree,8.0,44790.0
Italy,Less than a Bachelors,21.0,45857.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,2.0,18846.0
Czech Republic,Master’s degree,2.0,41568.0
Spain,Bachelor’s degree,4.0,34126.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,10.0,115588.0
Portugal,Post grad,8.0,37116.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,125639.0
Austria,Less than a Bachelors,4.0,52255.0
Belgium,Bachelor’s degree,0.5,33276.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,1.0,39576.0
Sweden,Master’s degree,8.0,54040.0
Denmark,Master’s degree,1.0,74651.0
Russian Federation,Post grad,10.0,47796.0
Other,Bachelor’s degree,10.0,69828.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,25.0,72871.0
France,Master’s degree,3.0,41591.0
Australia,Bachelor’s degree,25.0,127388.0
Serbia,Less than a Bachelors,12.0,21756.0
Israel,Master’s degree,12.0,143484.0
China,Master’s degree,4.0,60064.0
Other,Master’s degree,3.0,29436.0
Ukraine,Post grad,4.0,24372.0
Switzerland,Bachelor’s degree,12.0,124103.0
India,Bachelor’s degree,7.0,45140.0
Israel,Bachelor’s degree,3.0,43044.0
France,Master’s degree,12.0,44796.0
Netherlands,Master’s degree,5.0,159966.0
India,Master’s degree,12.0,70935.0
Turkey,Bachelor’s degree,12.0,60000.0
Norway,Master’s degree,0.5,62223.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,69102.0
Germany,Master’s degree,7.0,77850.0
France,Bachelor’s degree,12.0,55455.0
Germany,Master’s degree,12.0,66119.0
France,Master’s degree,15.0,95979.0
Finland,Less than a Bachelors,25.0,76788.0
France,Post grad,10.0,47990.0
Israel,Bachelor’s degree,6.0,114792.0
Germany,Less than a Bachelors,7.0,35192.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,45733.0
Greece,Master’s degree,1.0,21756.0
Germany,Less than a Bachelors,2.0,38388.0
Germany,Less than a Bachelors,8.0,85315.0
Switzerland,Master’s degree,4.0,72394.0
Italy,Less than a Bachelors,8.0,30393.0
Turkey,Bachelor’s degree,14.0,25392.0
Australia,Less than a Bachelors,25.0,92002.0
Other,Less than a Bachelors,20.0,94986.0
United States of America,Master’s degree,4.0,86900.0
Other,Master’s degree,4.0,25644.0
Italy,Master’s degree,3.0,42657.0
Denmark,Less than a Bachelors,21.0,80868.0
Hungary,Post grad,12.0,48540.0
Spain,Master’s degree,3.0,25594.0
Finland,Master’s degree,4.0,51189.0
Germany,Bachelor’s degree,22.0,76250.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,47115.0
Norway,Master’s degree,30.0,124447.0
Other,Master’s degree,22.0,159966.0
Serbia,Bachelor’s degree,6.0,55988.0
India,Master’s degree,10.0,90281.0
Spain,Less than a Bachelors,5.0,42657.0
Poland,Bachelor’s degree,10.0,27756.0
Japan,Master’s degree,1.0,47052.0
Other,Master’s degree,10.0,11868.0
Other,Bachelor’s degree,7.0,28393.0
India,Bachelor’s degree,8.0,18576.0
France,Post grad,22.0,34548.0
France,Master’s degree,2.0,47990.0
France,Master’s degree,4.0,74651.0
Turkey,Bachelor’s degree,14.0,63888.0
Austria,Bachelor’s degree,15.0,79983.0
India,Bachelor’s degree,8.0,51589.0
Germany,Master’s degree,22.0,127972.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,226151.0
Belgium,Master’s degree,5.0,59720.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,30153.0
Spain,Bachelor’s degree,12.0,90647.0
Belgium,Master’s degree,13.0,61428.0
Israel,Bachelor’s degree,9.0,143484.0
Norway,Master’s degree,2.0,70001.0
Other,Master’s degree,9.0,41472.0
Other,Master’s degree,1.0,127972.0
Germany,Master’s degree,12.0,71984.0
South Africa,Less than a Bachelors,1.0,22764.0
Germany,Post grad,11.0,106644.0
Poland,Master’s degree,25.0,87948.0
France,Master’s degree,2.0,51189.0
Netherlands,Less than a Bachelors,8.0,51192.0
France,Master’s degree,5.0,36468.0
Romania,Less than a Bachelors,8.0,64709.0
France,Master’s degree,21.0,46923.0
Belgium,Bachelor’s degree,17.0,57588.0
Ireland,Bachelor’s degree,20.0,53855.0
Finland,Bachelor’s degree,3.0,47352.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,18.0,118792.0
Spain,Post grad,14.0,47990.0
Italy,Less than a Bachelors,24.0,38392.0
Other,Less than a Bachelors,24.0,61472.0
Germany,Bachelor’s degree,12.0,75717.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,47743.0
France,Master’s degree,3.0,42876.0
Spain,Post grad,1.0,25594.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,17.0,56538.0
France,Master’s degree,4.0,33276.0
India,Bachelor’s degree,8.0,77383.0
Spain,Master’s degree,7.0,63986.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,35179.0
Poland,Bachelor’s degree,3.0,35244.0
Germany,Less than a Bachelors,12.0,83760.0
Spain,Bachelor’s degree,5.0,46923.0
Germany,Less than a Bachelors,0.5,49909.0
Other,Less than a Bachelors,2.0,17916.0
Pakistan,Bachelor’s degree,5.0,35000.0
Russian Federation,Less than a Bachelors,3.0,35328.0
India,Bachelor’s degree,6.0,38692.0
Netherlands,Less than a Bachelors,7.0,28476.0
France,Master’s degree,0.5,24528.0
Israel,Bachelor’s degree,6.0,107616.0
Portugal,Less than a Bachelors,3.0,17916.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,56538.0
Other,Master’s degree,25.0,12792.0
Netherlands,Less than a Bachelors,13.0,70385.0
Other,Master’s degree,2.0,27264.0
France,Bachelor’s degree,10.0,42657.0
India,Bachelor’s degree,2.0,11607.0
France,Master’s degree,8.0,44790.0
Slovenia,Bachelor’s degree,12.0,53322.0
United Kingdom of Great Britain and Northern Ireland,Post grad,7.0,116845.0
New Zealand,Bachelor’s degree,22.0,83633.0
United Kingdom of Great Britain and Northern Ireland,Post grad,0.5,62851.0
Italy,Bachelor’s degree,2.0,18552.0
Germany,Master’s degree,9.0,85742.0
Italy,Master’s degree,13.0,103444.0
Belgium,Bachelor’s degree,0.5,37325.0
Belgium,Bachelor’s degree,8.0,54384.0
Russian Federation,Master’s degree,6.0,72732.0
Belgium,Bachelor’s degree,9.0,37752.0
New Zealand,Master’s degree,22.0,83633.0
Pakistan,Master’s degree,5.0,11964.0
Other,Bachelor’s degree,3.0,13946.0
Norway,Less than a Bachelors,15.0,98520.0
Germany,Bachelor’s degree,20.0,69318.0
Sweden,Master’s degree,4.0,49368.0
Sweden,Less than a Bachelors,2.0,42660.0
Poland,Less than a Bachelors,0.5,13413.0
Russian Federation,Master’s degree,14.0,99120.0
India,Bachelor’s degree,3.0,51589.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,16.0,91089.0
Other,Bachelor’s degree,9.0,51192.0
Hungary,Master’s degree,16.0,66953.0
Greece,Master’s degree,4.0,15996.0
Belgium,Master’s degree,4.0,33276.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,18.0,150767.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,48371.0
Finland,Master’s degree,7.0,40956.0
France,Master’s degree,1.0,23462.0
India,Master’s degree,9.0,18391.0
"Iran, Islamic Republic of...",Bachelor’s degree,5.0,85104.0
Greece,Master’s degree,10.0,31668.0
Germany,Bachelor’s degree,6.0,82116.0
Israel,Bachelor’s degree,1.0,100440.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,59050.0
Belgium,Bachelor’s degree,3.0,29820.0
India,Bachelor’s degree,3.0,70935.0
Belgium,Less than a Bachelors,10.0,63986.0
Germany,Less than a Bachelors,5.0,34548.0
Portugal,Master’s degree,5.0,23462.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,18.0,81666.0
Other,Bachelor’s degree,2.0,40536.0
Italy,Less than a Bachelors,1.0,19196.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,6.0,59873.0
Poland,Less than a Bachelors,4.0,34692.0
Germany,Master’s degree,8.0,74117.0
Germany,Less than a Bachelors,22.0,97899.0
Italy,Less than a Bachelors,13.0,42657.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,62820.0
India,Bachelor’s degree,11.0,33533.0
Poland,Post grad,10.0,33300.0
Germany,Master’s degree,9.0,79983.0
Netherlands,Bachelor’s degree,15.0,159966.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,9.0,175895.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,32.0,84178.0
Spain,Master’s degree,4.0,63986.0
Sweden,Post grad,6.0,54852.0
Other,Master’s degree,11.0,15324.0
Russian Federation,Master’s degree,2.0,22860.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,62820.0
Poland,Bachelor’s degree,18.0,63828.0
Japan,Bachelor’s degree,5.0,32940.0
Other,Bachelor’s degree,1.0,15600.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,50256.0
France,Master’s degree,9.0,72518.0
South Africa,Bachelor’s degree,4.0,14412.0
Spain,Post grad,2.0,17063.0
Poland,Master’s degree,13.0,41625.0
Germany,Bachelor’s degree,12.0,85315.0
India,Bachelor’s degree,2.0,14187.0
Spain,Master’s degree,3.0,44630.0
Netherlands,Master’s degree,4.0,74651.0
France,Master’s degree,17.0,46923.0
Netherlands,Bachelor’s degree,1.0,38388.0
France,Master’s degree,5.0,58654.0
Other,Less than a Bachelors,8.0,68628.0
Spain,Bachelor’s degree,7.0,61853.0
Germany,Less than a Bachelors,9.0,59720.0
Germany,Bachelor’s degree,7.0,39672.0
Italy,Less than a Bachelors,0.5,10872.0
Sweden,Master’s degree,19.0,66026.0
Turkey,Bachelor’s degree,10.0,23801.0
Hungary,Bachelor’s degree,1.0,23436.0
Germany,Less than a Bachelors,6.0,71451.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,87948.0
Sweden,Bachelor’s degree,28.0,75576.0
Denmark,Master’s degree,20.0,122172.0
Sweden,Bachelor’s degree,9.0,54852.0
Germany,Bachelor’s degree,12.0,51192.0
Finland,Master’s degree,14.0,64632.0
France,Post grad,5.0,45857.0
Portugal,Master’s degree,0.5,17280.0
France,Master’s degree,3.0,55455.0
Italy,Bachelor’s degree,8.0,49056.0
Italy,Master’s degree,16.0,69318.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,62820.0
Germany,Bachelor’s degree,10.0,81049.0
Other,Master’s degree,3.0,61428.0
Netherlands,Bachelor’s degree,2.0,34548.0
Belgium,Master’s degree,6.0,49056.0
Germany,Less than a Bachelors,20.0,46070.0
Netherlands,Less than a Bachelors,4.0,33060.0
Germany,Bachelor’s degree,7.0,95979.0
France,Master’s degree,22.0,106644.0
Switzerland,Bachelor’s degree,3.0,110659.0
Belgium,Bachelor’s degree,5.0,38388.0
Germany,Master’s degree,13.0,114109.0
Other,Bachelor’s degree,2.0,14196.0
France,Master’s degree,4.0,68785.0
Finland,Bachelor’s degree,4.0,51192.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,65332.0
France,Bachelor’s degree,1.0,70380.0
Italy,Master’s degree,3.0,42657.0
India,Bachelor’s degree,9.0,12384.0
Japan,Bachelor’s degree,34.0,180000.0
Spain,Master’s degree,4.0,28794.0
Poland,Bachelor’s degree,10.0,51338.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,13.0,63192.0
Poland,Bachelor’s degree,7.0,88800.0
Italy,Post grad,20.0,21756.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,90460.0
Ukraine,Master’s degree,4.0,46800.0
Other,Bachelor’s degree,12.0,29460.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,16.0,152024.0
Other,Master’s degree,5.0,16632.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,79555.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,50256.0
Germany,Master’s degree,10.0,79983.0
France,Bachelor’s degree,6.0,57588.0
Austria,Master’s degree,7.0,95979.0
Germany,Bachelor’s degree,7.0,72518.0
Netherlands,Bachelor’s degree,3.0,45857.0
Germany,Post grad,13.0,63984.0
France,Master’s degree,3.0,63986.0
Germany,Master’s degree,11.0,102378.0
Turkey,Master’s degree,3.0,16536.0
Switzerland,Post grad,3.0,113761.0
Other,Master’s degree,3.0,17844.0
United Kingdom of Great Britain and Northern Ireland,Post grad,25.0,75384.0
Netherlands,Master’s degree,9.0,77850.0
